gene_id	gene_version	havana_gene	havana_gene_version	gene_name	gene_biotype	gene_source
ENSG00000229230	3	OTTHUMG00000032331	2	MT1P3	processed_pseudogene	havana
ENSG00000125966	9	OTTHUMG00000032330	5	MMP24	protein_coding	ensembl_havana
ENSG00000279253	1	OTTHUMG00000183014	1	RP4-614O4.13	TEC	havana
ENSG00000261582	1	OTTHUMG00000176080	2	RP4-614O4.11	protein_coding	havana
ENSG00000242372	6	OTTHUMG00000032328	6	EIF6	protein_coding	ensembl_havana
ENSG00000235214	1	OTTHUMG00000032327	2	FAM83C-AS1	antisense	havana
ENSG00000125998	7	OTTHUMG00000032332	3	FAM83C	protein_coding	ensembl_havana
ENSG00000101019	21	OTTHUMG00000032335	12	UQCC1	protein_coding	ensembl_havana
ENSG00000204183	1	OTTHUMG00000055985	4	GDF5OS	protein_coding	ensembl_havana
ENSG00000125965	8	OTTHUMG00000032341	3	GDF5	protein_coding	ensembl_havana
ENSG00000221763	1			MIR1289-1	miRNA	mirbase
ENSG00000126001	15	OTTHUMG00000032343	39	CEP250	protein_coding	ensembl_havana
ENSG00000230155	6	OTTHUMG00000055986	3	RP3-477O4.14	antisense	havana
ENSG00000242507	6	OTTHUMG00000032344	4	RP3-477O4.5	transcribed_unprocessed_pseudogene	havana
ENSG00000125975	13	OTTHUMG00000032340	9	C20orf173	protein_coding	ensembl_havana
ENSG00000125991	18	OTTHUMG00000032346	10	ERGIC3	protein_coding	ensembl_havana
ENSG00000224497	1	OTTHUMG00000032338	1	RPL36P4	processed_pseudogene	havana
ENSG00000088340	15	OTTHUMG00000032354	11	FER1L4	transcribed_unitary_pseudogene	ensembl_havana
ENSG00000227401	1	OTTHUMG00000032347	2	RPL37P1	processed_pseudogene	havana
ENSG00000061656	9	OTTHUMG00000032352	5	SPAG4	protein_coding	ensembl_havana
ENSG00000214078	12	OTTHUMG00000032356	33	CPNE1	protein_coding	ensembl_havana
ENSG00000272897	5	OTTHUMG00000186060	1	RP1-309K20.6	protein_coding	havana
ENSG00000222460	1			RN7SKP271	misc_RNA	ensembl
ENSG00000252549	1			RNU6-759P	snRNA	ensembl
ENSG00000244462	7	OTTHUMG00000032350	4	RBM12	protein_coding	ensembl_havana
ENSG00000244005	12	OTTHUMG00000032361	11	NFS1	protein_coding	ensembl_havana
ENSG00000125995	15	OTTHUMG00000032360	4	ROMO1	protein_coding	ensembl_havana
ENSG00000131051	21	OTTHUMG00000032358	18	RBM39	protein_coding	ensembl_havana
ENSG00000225357	3	OTTHUMG00000032362	4	RPF2P1	processed_pseudogene	havana
ENSG00000283527	1			U6	snRNA	ensembl
ENSG00000025293	16	OTTHUMG00000032367	7	PHF20	protein_coding	ensembl_havana
ENSG00000234274	1	OTTHUMG00000032365	1	COX7BP2	processed_pseudogene	havana
ENSG00000199676	1			Y_RNA	misc_RNA	ensembl
ENSG00000219608	3	OTTHUMG00000032366	1	HIGD1AP16	processed_pseudogene	havana
ENSG00000201221	1			RNU4-40P	snRNA	ensembl
ENSG00000207053	1			RNU6-937P	snRNA	ensembl
ENSG00000171222	10	OTTHUMG00000032370	2	SCAND1	protein_coding	ensembl_havana
ENSG00000149646	12	OTTHUMG00000032371	6	CNBD2	protein_coding	ensembl_havana
ENSG00000260032	1	OTTHUMG00000175580	1	NORAD	lincRNA	havana
ENSG00000277235	1	OTTHUMG00000186786	1	RP4-550H1.7	lincRNA	havana
ENSG00000234139	2	OTTHUMG00000032375	2	RP4-550H1.4	lincRNA	havana
ENSG00000231470	1	OTTHUMG00000032373	1	HMGB3P2	processed_pseudogene	havana
ENSG00000237063	1	OTTHUMG00000032376	1	RP4-550H1.5	lincRNA	havana
ENSG00000088367	21	OTTHUMG00000032378	12	EPB41L1	protein_coding	ensembl_havana
ENSG00000232406	6	OTTHUMG00000032377	2	RP11-234K24.3	antisense	havana
ENSG00000278035	1	OTTHUMG00000186787	1	RP11-234K24.6	lincRNA	havana
ENSG00000131043	11	OTTHUMG00000032380	2	AAR2	protein_coding	ensembl_havana
ENSG00000080845	17	OTTHUMG00000032390	6	DLGAP4	protein_coding	ensembl_havana
ENSG00000232907	7	OTTHUMG00000032391	4	DLGAP4-AS1	antisense	havana
ENSG00000101335	9	OTTHUMG00000032387	3	MYL9	protein_coding	ensembl_havana
ENSG00000273986	1			Metazoa_SRP	misc_RNA	ensembl
ENSG00000118707	9	OTTHUMG00000172332	3	TGIF2	protein_coding	ensembl_havana
ENSG00000259399	1	OTTHUMG00000032382	3	TGIF2-C20orf24	protein_coding	ensembl_havana
ENSG00000101084	16	OTTHUMG00000032384	3	C20orf24	protein_coding	ensembl_havana
ENSG00000101082	13	OTTHUMG00000032393	2	SLA2	protein_coding	ensembl_havana
ENSG00000227688	2	OTTHUMG00000032385	2	HNRNPA3P2	unprocessed_pseudogene	havana
ENSG00000101079	20	OTTHUMG00000032398	3	NDRG3	protein_coding	ensembl_havana
ENSG00000202255	1			Y_RNA	misc_RNA	ensembl
ENSG00000149636	15	OTTHUMG00000032396	5	DSN1	protein_coding	ensembl_havana
ENSG00000149639	14	OTTHUMG00000032395	7	SOGA1	protein_coding	ensembl_havana
ENSG00000242509	3			RN7SL156P	misc_RNA	ensembl
ENSG00000101342	9	OTTHUMG00000032400	3	TLDC2	protein_coding	ensembl_havana
ENSG00000101347	8	OTTHUMG00000032402	2	SAMHD1	protein_coding	ensembl_havana
ENSG00000080839	11	OTTHUMG00000032406	4	RBL1	protein_coding	ensembl_havana
ENSG00000231241	1	OTTHUMG00000032403	1	RPS3AP3	processed_pseudogene	havana
ENSG00000226144	2	OTTHUMG00000032404	2	RPS27AP3	processed_pseudogene	havana
ENSG00000269846	1	OTTHUMG00000187317	1	RP4-621N11.2	antisense	havana
ENSG00000101353	14	OTTHUMG00000032407	5	MROH8	protein_coding	ensembl_havana
ENSG00000236159	1	OTTHUMG00000032410	1	RP3-343K2.4	processed_pseudogene	havana
ENSG00000118705	16	OTTHUMG00000032409	5	RPN2	protein_coding	ensembl_havana
ENSG00000118702	9	OTTHUMG00000032413	3	GHRH	protein_coding	ensembl_havana
ENSG00000101363	12	OTTHUMG00000032414	2	MANBAL	protein_coding	ensembl_havana
ENSG00000197122	11	OTTHUMG00000032417	3	SRC	protein_coding	ensembl_havana
ENSG00000213979	3	OTTHUMG00000032418	1	RPL7AP14	processed_pseudogene	havana
ENSG00000166619	12	OTTHUMG00000032419	6	BLCAP	protein_coding	ensembl_havana
ENSG00000053438	8	OTTHUMG00000032420	3	NNAT	protein_coding	ensembl_havana
ENSG00000276603	1	OTTHUMG00000186254	2	RP11-425M5.7	sense_intronic	havana
ENSG00000235044	1	OTTHUMG00000032425	1	PPIAP3	processed_pseudogene	havana
ENSG00000274469	1	OTTHUMG00000185859	2	RP11-425M5.8	lincRNA	havana
ENSG00000228234	1	OTTHUMG00000032423	1	GLRXP1	processed_pseudogene	havana
ENSG00000225759	1	OTTHUMG00000046198	4	LINC00489	lincRNA	havana
ENSG00000204117	1	OTTHUMG00000140219	1	RP4-640H8.2	lincRNA	havana
ENSG00000132792	18	OTTHUMG00000032428	5	CTNNBL1	protein_coding	ensembl_havana
ENSG00000132821	11	OTTHUMG00000032430	3	VSTM2L	protein_coding	ensembl_havana
ENSG00000199683	1			RN7SKP185	misc_RNA	ensembl
ENSG00000101407	12	OTTHUMG00000032433	4	TTI1	protein_coding	ensembl_havana
ENSG00000101413	11	OTTHUMG00000032434	6	RPRD1B	protein_coding	ensembl_havana
ENSG00000264767	2			RN7SL237P	misc_RNA	ensembl
ENSG00000277550	1	OTTHUMG00000186833	1	RP5-1057B20.3	lincRNA	havana
ENSG00000198959	11	OTTHUMG00000032437	4	TGM2	protein_coding	ensembl_havana
ENSG00000149633	11	OTTHUMG00000032436	7	KIAA1755	protein_coding	ensembl_havana
ENSG00000277829	1	OTTHUMG00000186837	1	RP5-1054A22.4	sense_intronic	havana
ENSG00000101425	12	OTTHUMG00000032441	5	BPI	protein_coding	ensembl_havana
ENSG00000206249	3	OTTHUMG00000032439	1	CTD-2308N23.2	antisense	havana
ENSG00000129988	5	OTTHUMG00000032447	3	LBP	protein_coding	ensembl_havana
ENSG00000275285	1	OTTHUMG00000186840	1	RP4-564F22.6	lincRNA	havana
ENSG00000224635	1	OTTHUMG00000032445	2	RP4-564F22.5	lincRNA	havana
ENSG00000275401	1	OTTHUMG00000186875	1	RP4-564F22.7	lincRNA	havana
ENSG00000196756	11	OTTHUMG00000032442	3	SNHG17	processed_transcript	havana
ENSG00000277034	1			SNORA71	snoRNA	ensembl
ENSG00000235408	5	OTTHUMG00000032446	2	SNORA71B	snoRNA	ensembl_havana
ENSG00000225091	3			SNORA71A	snoRNA	ensembl
ENSG00000201512	1			SNORA71C	snoRNA	ensembl
ENSG00000200354	1			SNORA71D	snoRNA	ensembl
ENSG00000201811	1			SNORA71	snoRNA	ensembl
ENSG00000174365	19	OTTHUMG00000032449	1	SNHG11	processed_transcript	ensembl_havana
ENSG00000274309	1			SNORA71E	snoRNA	ensembl
ENSG00000199266	1			SNORA60	snoRNA	ensembl
ENSG00000170471	14	OTTHUMG00000140270	5	RALGAPB	protein_coding	ensembl_havana
ENSG00000275453	2			MIR548O2	miRNA	mirbase
ENSG00000231307	1	OTTHUMG00000032448	1	RPS3P2	processed_pseudogene	havana
ENSG00000182035	11	OTTHUMG00000032451	6	ADIG	protein_coding	ensembl_havana
ENSG00000124143	10	OTTHUMG00000032453	3	ARHGAP40	protein_coding	ensembl_havana
ENSG00000213959	2	OTTHUMG00000032452	1	RP5-1100H13.3	processed_pseudogene	havana
ENSG00000277965	1			Metazoa_SRP	misc_RNA	ensembl
ENSG00000101438	3	OTTHUMG00000032457	1	SLC32A1	protein_coding	ensembl_havana
ENSG00000101442	9	OTTHUMG00000032456	3	ACTR5	protein_coding	ensembl_havana
ENSG00000199691	1			RN7SKP173	misc_RNA	ensembl
ENSG00000101445	9	OTTHUMG00000032465	3	PPP1R16B	protein_coding	ensembl_havana
ENSG00000240474	3			RN7SL116P	misc_RNA	ensembl
ENSG00000101447	13	OTTHUMG00000032462	3	FAM83D	protein_coding	ensembl_havana
ENSG00000274825	1	OTTHUMG00000186878	1	RP4-616B8.5	lincRNA	havana
ENSG00000261431	1	OTTHUMG00000175581	1	RP4-616B8.4	antisense	havana
ENSG00000101452	14	OTTHUMG00000032463	6	DHX35	protein_coding	ensembl_havana
ENSG00000277581	1	OTTHUMG00000186879	1	RP4-616B8.6	sense_intronic	havana
ENSG00000223864	1	OTTHUMG00000032459	1	NPM1P19	processed_pseudogene	havana
ENSG00000230324	1	OTTHUMG00000032466	2	RP4-705O1.1	lincRNA	havana
ENSG00000224357	1	OTTHUMG00000032467	1	ATG3P1	processed_pseudogene	havana
ENSG00000275337	1			RN7SL680P	misc_RNA	ensembl
ENSG00000229976	1	OTTHUMG00000032468	1	RP5-1031J8.1	lincRNA	havana
ENSG00000234878	1	OTTHUMG00000032471	1	HSPE1P1	processed_pseudogene	havana
ENSG00000237767	1	OTTHUMG00000032469	1	LINC01370	lincRNA	havana
ENSG00000233415	1	OTTHUMG00000032470	1	RP11-101E14.3	lincRNA	havana
ENSG00000223410	1	OTTHUMG00000032472	1	RP1-191L6.2	lincRNA	havana
ENSG00000204103	3	OTTHUMG00000033052	2	MAFB	protein_coding	ensembl_havana
ENSG00000229771	2	OTTHUMG00000032473	2	RP4-644L1.2	lincRNA	havana
ENSG00000238908	1			RNA5SP484	rRNA	ensembl
ENSG00000222612	1			RNU2-52P	snRNA	ensembl
ENSG00000198900	5	OTTHUMG00000033057	2	TOP1	protein_coding	ensembl_havana
ENSG00000226648	1	OTTHUMG00000032476	1	PLCG1-AS1	antisense	havana
ENSG00000124181	14	OTTHUMG00000033082	8	PLCG1	protein_coding	ensembl_havana
ENSG00000276169	1			MIR6871	miRNA	mirbase
ENSG00000174306	21	OTTHUMG00000032481	7	ZHX3	protein_coding	ensembl_havana
ENSG00000272407	1	OTTHUMG00000185618	1	RP3-511B24.5	transcribed_processed_pseudogene	havana
ENSG00000242748	1	OTTHUMG00000032477	2	RPL23AP81	transcribed_processed_pseudogene	havana
ENSG00000263989	2			RN7SL615P	misc_RNA	ensembl
ENSG00000235102	1	OTTHUMG00000032482	1	ADI1P1	processed_pseudogene	havana
ENSG00000132793	11	OTTHUMG00000033056	3	LPIN3	protein_coding	ensembl_havana
ENSG00000183798	4	OTTHUMG00000046304	2	EMILIN3	protein_coding	ensembl_havana
ENSG00000229398	1	OTTHUMG00000032484	1	RP4-620E11.5	processed_pseudogene	havana
ENSG00000124177	14	OTTHUMG00000032487	3	CHD6	protein_coding	ensembl_havana
ENSG00000235088	1	OTTHUMG00000032483	1	RP4-620E11.4	processed_pseudogene	havana
ENSG00000273951	1	OTTHUMG00000186892	1	RP4-620E11.8	sense_intronic	havana
ENSG00000232493	2	OTTHUMG00000032488	1	RPL12P11	processed_pseudogene	havana
ENSG00000252386	1			RNU6-1018P	snRNA	ensembl
ENSG00000212224	1			SNORA26	snoRNA	ensembl
ENSG00000225458	1	OTTHUMG00000032492	1	RP5-1121H13.4	antisense	havana
ENSG00000223651	1	OTTHUMG00000032490	1	RP5-1121H13.1	processed_pseudogene	havana
ENSG00000228959	1	OTTHUMG00000032491	1	RP5-1121H13.3	lincRNA	havana
ENSG00000196090	12	OTTHUMG00000033040	5	PTPRT	protein_coding	ensembl_havana
ENSG00000229892	1	OTTHUMG00000032493	1	RP4-730D4.1	processed_pseudogene	havana
ENSG00000229042	2	OTTHUMG00000032494	2	RP1-232N11.2	antisense	havana
ENSG00000227599	1	OTTHUMG00000032495	1	RP4-753D4.2	antisense	havana
ENSG00000223190	1			RN7SKP100	misc_RNA	ensembl
ENSG00000233508	2	OTTHUMG00000032498	2	RP1-269M15.3	lincRNA	havana
ENSG00000240639	3			RN7SL666P	misc_RNA	ensembl
ENSG00000226038	5	OTTHUMG00000032496	1	PPIAP21	processed_pseudogene	havana
ENSG00000252193	1			SCARNA15	scaRNA	ensembl
ENSG00000237555	1	OTTHUMG00000032499	1	RP5-862K6.4	processed_pseudogene	havana
ENSG00000201021	1			RNU6-743P	snRNA	ensembl
ENSG00000233711	1	OTTHUMG00000032500	1	EIF4EBP2P1	processed_pseudogene	havana
ENSG00000206998	1			Y_RNA	misc_RNA	ensembl
ENSG00000124193	14	OTTHUMG00000032502	5	SRSF6	protein_coding	ensembl_havana
ENSG00000201372	1			RNU6-1251P	snRNA	ensembl
ENSG00000185513	14	OTTHUMG00000032503	5	L3MBTL1	protein_coding	ensembl_havana
ENSG00000234271	1	OTTHUMG00000032504	1	RP1-138B7.4	processed_pseudogene	havana
ENSG00000277611	1	OTTHUMG00000187507	1	RP1-138B7.6	protein_coding	havana
ENSG00000226143	1	OTTHUMG00000032505	1	RP1-138B7.5	antisense	havana
ENSG00000101049	14	OTTHUMG00000033054	7	SGK2	protein_coding	ensembl_havana
ENSG00000282876	1	OTTHUMG00000191516	1	RP1-138B7.7	lincRNA	havana
ENSG00000101052	12	OTTHUMG00000032513	1	IFT52	protein_coding	ensembl_havana
ENSG00000215467	2	OTTHUMG00000032508	1	RPL27AP	processed_pseudogene	havana
ENSG00000101057	15	OTTHUMG00000033062	1	MYBL2	protein_coding	ensembl_havana
ENSG00000124196	5	OTTHUMG00000032510	1	GTSF1L	protein_coding	ensembl_havana
ENSG00000206801	1			RNU6-639P	snRNA	ensembl
ENSG00000233277	1	OTTHUMG00000032515	1	RP5-1030M6.3	lincRNA	havana
ENSG00000124191	17	OTTHUMG00000032517	5	TOX2	protein_coding	ensembl_havana
ENSG00000241229	3			RN7SL443P	misc_RNA	ensembl
ENSG00000149596	6	OTTHUMG00000033037	1	JPH2	protein_coding	ensembl_havana
ENSG00000132823	10	OTTHUMG00000032518	2	OSER1	protein_coding	ensembl_havana
ENSG00000223891	5	OTTHUMG00000032521	4	OSER1-AS1	lincRNA	havana
ENSG00000124194	16	OTTHUMG00000032530	2	GDAP1L1	protein_coding	ensembl_havana
ENSG00000197296	5	OTTHUMG00000032522	3	FITM2	protein_coding	ensembl_havana
ENSG00000101074	3	OTTHUMG00000032524	1	R3HDML	protein_coding	ensembl_havana
ENSG00000201363	2			Y_RNA	misc_RNA	ensembl
ENSG00000226812	2	OTTHUMG00000032526	2	RP5-881L22.5	antisense	havana
ENSG00000101076	16	OTTHUMG00000032531	6	HNF4A	protein_coding	ensembl_havana
ENSG00000229005	2	OTTHUMG00000032525	2	HNF4A-AS1	antisense	havana
ENSG00000233376	1	OTTHUMG00000032527	1	RP5-881L22.6	antisense	havana
ENSG00000266151	1			MIR3646	miRNA	mirbase
ENSG00000168746	8	OTTHUMG00000130221	2	LINC01620	lincRNA	ensembl_havana
ENSG00000226243	1	OTTHUMG00000032532	1	RPL37AP1	processed_pseudogene	havana
ENSG00000124120	10	OTTHUMG00000032536	5	TTPAL	protein_coding	ensembl_havana
ENSG00000132824	13	OTTHUMG00000033087	3	SERINC3	protein_coding	ensembl_havana
ENSG00000168734	13	OTTHUMG00000033065	2	PKIG	protein_coding	ensembl_havana
ENSG00000196839	12	OTTHUMG00000033081	3	ADA	protein_coding	ensembl_havana
ENSG00000132832	10	OTTHUMG00000191827	1	LINC01260	lincRNA	havana
ENSG00000283440	1	OTTHUMG00000032542	3	RP11-445H22.3	lincRNA	havana
ENSG00000244558	5	OTTHUMG00000032545	1	KCNK15-AS1	antisense	havana
ENSG00000064205	10	OTTHUMG00000033071	2	WISP2	protein_coding	ensembl_havana
ENSG00000124249	6	OTTHUMG00000032544	3	KCNK15	protein_coding	ensembl_havana
ENSG00000276223	1	OTTHUMG00000186895	1	RP4-781B1.5	sense_intronic	havana
ENSG00000101098	12	OTTHUMG00000032546	4	RIMS4	protein_coding	ensembl_havana
ENSG00000277708	1	OTTHUMG00000187975	1	PGBD4P2	unprocessed_pseudogene	havana
ENSG00000166913	12	OTTHUMG00000032549	6	YWHAB	protein_coding	ensembl_havana
ENSG00000101104	12	OTTHUMG00000032553	8	PABPC1L	protein_coding	ensembl_havana
ENSG00000025772	7	OTTHUMG00000032552	3	TOMM34	protein_coding	ensembl_havana
ENSG00000227477	1	OTTHUMG00000032555	1	STK4-AS1	lincRNA	havana
ENSG00000101109	11	OTTHUMG00000033059	5	STK4	protein_coding	ensembl_havana
ENSG00000252021	1			Y_RNA	misc_RNA	ensembl
ENSG00000124134	8	OTTHUMG00000033079	3	KCNS1	protein_coding	ensembl_havana
ENSG00000175121	11	OTTHUMG00000046411	1	WFDC5	protein_coding	ensembl_havana
ENSG00000168703	5	OTTHUMG00000046412	1	WFDC12	protein_coding	ensembl_havana
ENSG00000283142	1	OTTHUMG00000191819	2	RP1-172H20.4	transcribed_unitary_pseudogene	havana
ENSG00000124102	4	OTTHUMG00000032567	3	PI3	protein_coding	ensembl_havana
ENSG00000124233	11	OTTHUMG00000032565	3	SEMG1	protein_coding	ensembl_havana
ENSG00000124157	6	OTTHUMG00000032566	1	SEMG2	protein_coding	ensembl_havana
ENSG00000233352	1	OTTHUMG00000154638	1	RP1-300I2.3	unprocessed_pseudogene	havana
ENSG00000243995	1	OTTHUMG00000032569	4	RP1-300I2.2	unitary_pseudogene	havana
ENSG00000124107	5	OTTHUMG00000033075	3	SLPI	protein_coding	ensembl_havana
ENSG00000124159	15	OTTHUMG00000033043	2	MATN4	protein_coding	ensembl_havana
ENSG00000124232	10	OTTHUMG00000033055	3	RBPJL	protein_coding	ensembl_havana
ENSG00000124145	6	OTTHUMG00000033083	1	SDC4	protein_coding	ensembl_havana
ENSG00000275894	1	OTTHUMG00000186913	1	RP3-453C12.14	sense_intronic	havana
ENSG00000204070	9	OTTHUMG00000032579	3	SYS1	protein_coding	ensembl_havana
ENSG00000254806	5	OTTHUMG00000166214	1	SYS1-DBNDD2	protein_coding	havana
ENSG00000124251	10	OTTHUMG00000032582	3	TP53TG5	protein_coding	ensembl_havana
ENSG00000232880	1	OTTHUMG00000032580	1	NDUFB4P10	processed_pseudogene	havana
ENSG00000244274	7	OTTHUMG00000032576	2	DBNDD2	protein_coding	ensembl_havana
ENSG00000124155	16	OTTHUMG00000032574	6	PIGT	protein_coding	ensembl_havana
ENSG00000273555	1			MIR6812	miRNA	mirbase
ENSG00000277022	1	OTTHUMG00000186919	1	RP3-453C12.15	lincRNA	havana
ENSG00000269549	2	OTTHUMG00000032593	3	RP3-461P17.10	lincRNA	havana
ENSG00000101443	17	OTTHUMG00000032594	5	WFDC2	protein_coding	ensembl_havana
ENSG00000237464	1	OTTHUMG00000032591	3	RP3-461P17.9	antisense	havana
ENSG00000237068	1	OTTHUMG00000032583	1	RPL5P2	processed_pseudogene	havana
ENSG00000101446	7	OTTHUMG00000032585	5	SPINT3	protein_coding	ensembl_havana
ENSG00000243543	8	OTTHUMG00000046354	6	WFDC6	protein_coding	ensembl_havana
ENSG00000232135	1	OTTHUMG00000032590	1	RP3-461P17.6	processed_pseudogene	havana
ENSG00000249139	1	OTTHUMG00000161548	1	EPPIN-WFDC6	protein_coding	ensembl_havana
ENSG00000229900	1	OTTHUMG00000032589	1	HSPD1P21	processed_pseudogene	havana
ENSG00000101448	13	OTTHUMG00000032588	5	EPPIN	protein_coding	ensembl_havana
ENSG00000158901	11	OTTHUMG00000046342	1	WFDC8	protein_coding	ensembl_havana
ENSG00000201923	1			RNA5SP485	rRNA	ensembl
ENSG00000230860	1	OTTHUMG00000032597	1	CCNB1IP1P2	processed_pseudogene	havana
ENSG00000180205	3	OTTHUMG00000046332	1	WFDC9	protein_coding	ensembl_havana
ENSG00000180305	4	OTTHUMG00000046331	2	WFDC10A	protein_coding	ensembl_havana
ENSG00000235508	3	OTTHUMG00000032603	1	RPS2P7	processed_pseudogene	havana
ENSG00000180083	10	OTTHUMG00000046330	1	WFDC11	protein_coding	ensembl_havana
ENSG00000182931	9	OTTHUMG00000130227	2	WFDC10B	protein_coding	ensembl_havana
ENSG00000168634	4	OTTHUMG00000046333	1	WFDC13	protein_coding	ensembl_havana
ENSG00000266071	1			MIR3617	miRNA	mirbase
ENSG00000149651	3	OTTHUMG00000130153	2	SPINT4	protein_coding	ensembl_havana
ENSG00000226188	2	OTTHUMG00000032613	1	HNRNPA1P3	processed_pseudogene	havana
ENSG00000124116	18	OTTHUMG00000032614	4	WFDC3	protein_coding	ensembl_havana
ENSG00000168630	3	OTTHUMG00000032611	2	SPINT5P	processed_pseudogene	havana
ENSG00000221046	1			RNU6ATAC38P	snRNA	ensembl
ENSG00000101457	12	OTTHUMG00000032610	2	DNTTIP1	protein_coding	ensembl_havana
ENSG00000175063	16	OTTHUMG00000033038	2	UBE2C	protein_coding	ensembl_havana
ENSG00000101470	9	OTTHUMG00000032623	4	TNNC2	protein_coding	ensembl_havana
ENSG00000124104	18	OTTHUMG00000032624	2	SNX21	protein_coding	ensembl_havana
ENSG00000101473	16	OTTHUMG00000033045	6	ACOT8	protein_coding	ensembl_havana
ENSG00000277051	1			Metazoa_SRP	misc_RNA	ensembl
ENSG00000132801	6	OTTHUMG00000032627	1	ZSWIM3	protein_coding	ensembl_havana
ENSG00000168612	4	OTTHUMG00000074023	2	ZSWIM1	protein_coding	ensembl_havana
ENSG00000149634	4	OTTHUMG00000032628	1	SPATA25	protein_coding	ensembl_havana
ENSG00000124257	6	OTTHUMG00000032626	2	NEURL2	protein_coding	ensembl_havana
ENSG00000064601	16	OTTHUMG00000033078	15	CTSA	protein_coding	ensembl_havana
ENSG00000271984	1	OTTHUMG00000185813	1	RP3-337O18.9	antisense	havana
ENSG00000100979	14	OTTHUMG00000033047	4	PLTP	protein_coding	ensembl_havana
ENSG00000100982	11	OTTHUMG00000032635	3	PCIF1	protein_coding	ensembl_havana
ENSG00000198026	7	OTTHUMG00000032637	1	ZNF335	protein_coding	ensembl_havana
ENSG00000235525	1	OTTHUMG00000032630	1	FTLP1	processed_pseudogene	havana
ENSG00000100985	7	OTTHUMG00000033044	1	MMP9	protein_coding	ensembl_havana
ENSG00000204044	6	OTTHUMG00000032629	3	RP11-465L10.10	antisense	havana
ENSG00000124140	13	OTTHUMG00000032638	8	SLC12A5	protein_coding	ensembl_havana
ENSG00000124160	11	OTTHUMG00000032639	4	NCOA5	protein_coding	ensembl_havana
ENSG00000213820	3	OTTHUMG00000032642	1	RPL13P2	processed_pseudogene	havana
ENSG00000101017	13	OTTHUMG00000033053	3	CD40	protein_coding	ensembl_havana
ENSG00000229957	1	OTTHUMG00000032644	1	RP5-998H6.2	lincRNA	havana
ENSG00000149654	9	OTTHUMG00000033073	1	CDH22	protein_coding	ensembl_havana
ENSG00000080189	14	OTTHUMG00000033050	4	SLC35C2	protein_coding	ensembl_havana
ENSG00000273828	1	OTTHUMG00000186920	2	RP11-394O2.3	antisense	havana
ENSG00000062598	17	OTTHUMG00000033070	6	ELMO2	protein_coding	ensembl_havana
ENSG00000215452	3	OTTHUMG00000032648	2	ZNF663P	unitary_pseudogene	ensembl_havana
ENSG00000225849	1	OTTHUMG00000032649	1	MKRN7P	processed_pseudogene	havana
ENSG00000184617	10	OTTHUMG00000032647	2	ZNF840P	unprocessed_pseudogene	havana
ENSG00000198185	11	OTTHUMG00000032654	5	ZNF334	protein_coding	ensembl_havana
ENSG00000149635	2	OTTHUMG00000032652	2	OCSTAMP	protein_coding	ensembl_havana
ENSG00000158296	13	OTTHUMG00000033042	8	SLC13A3	protein_coding	ensembl_havana
ENSG00000273893	1	OTTHUMG00000186929	1	RP1-101A2.1	sense_intronic	havana
ENSG00000172315	5	OTTHUMG00000085887	1	TP53RK	protein_coding	ensembl_havana
ENSG00000271784	1	OTTHUMG00000185332	1	RP1-28H20.3	lincRNA	havana
ENSG00000197496	5	OTTHUMG00000032657	4	SLC2A10	protein_coding	ensembl_havana
ENSG00000222874	1			RN7SKP33	misc_RNA	ensembl
ENSG00000235922	1	OTTHUMG00000032660	2	RP11-323C15.1	processed_pseudogene	havana
ENSG00000064655	18	OTTHUMG00000033041	8	EYA2	protein_coding	ensembl_havana
ENSG00000236028	1	OTTHUMG00000032661	1	RP11-323C15.2	lincRNA	havana
ENSG00000226769	1	OTTHUMG00000032662	1	GAPDHP54	processed_pseudogene	havana
ENSG00000239783	1	OTTHUMG00000032663	1	RP5-1050K3.3	processed_pseudogene	havana
ENSG00000215450	2	OTTHUMG00000032664	3	RP5-890O15.3	processed_pseudogene	havana
ENSG00000264901	1			MIR3616	miRNA	mirbase
ENSG00000101040	19	OTTHUMG00000032667	11	ZMYND8	protein_coding	ensembl_havana
ENSG00000267882	2	OTTHUMG00000187320	2	RP4-569M23.5	antisense	havana
ENSG00000273451	1	OTTHUMG00000185861	1	RP4-569M23.4	sense_intronic	havana
ENSG00000231119	2	OTTHUMG00000032668	2	RP4-569M23.2	antisense	havana
ENSG00000224565	1	OTTHUMG00000032669	1	RP1-148H17.1	lincRNA	havana
ENSG00000234075	1	OTTHUMG00000032670	2	RPL35AP	processed_pseudogene	havana
ENSG00000202186	1			RNU6-497P	snRNA	ensembl
ENSG00000201742	1			RNU6-563P	snRNA	ensembl
ENSG00000124151	18	OTTHUMG00000033061	3	NCOA3	protein_coding	ensembl_havana
ENSG00000229853	1	OTTHUMG00000032671	1	RP5-1049G16.4	processed_pseudogene	havana
ENSG00000196562	14	OTTHUMG00000032675	9	SULF2	protein_coding	ensembl_havana
ENSG00000255438	2	OTTHUMG00000167583	2	CTD-2653D5.1	antisense	havana
ENSG00000238950	1			RNU7-173P	snRNA	ensembl
ENSG00000215448	3	OTTHUMG00000032673	1	SRMP1	processed_pseudogene	havana
ENSG00000251770	1			RNA5SP486	rRNA	ensembl
ENSG00000238785	1			RNU7-92P	snRNA	ensembl
ENSG00000234967	1	OTTHUMG00000032676	1	RP11-347D21.1	lincRNA	havana
